    6    1  126    1.00
  -8.9240e-01   2.0861e+00  -7.5750e-01
  -8.9928e-01   2.1022e+00  -7.1508e-01
  -9.0616e-01   2.1183e+00  -6.7267e-01
  -9.1305e-01   2.1344e+00  -6.3025e-01
  -9.1993e-01   2.1505e+00  -5.8783e-01
  -9.2681e-01   2.1666e+00  -5.4542e-01
  -9.3369e-01   2.1827e+00  -5.0300e-01
  -8.9639e-01   2.1983e+00  -5.0300e-01
  -8.5882e-01   2.2132e+00  -5.0300e-01
  -8.2100e-01   2.2275e+00  -5.0300e-01
  -7.8294e-01   2.2412e+00  -5.0300e-01
  -7.4466e-01   2.2542e+00  -5.0300e-01
  -7.0616e-01   2.2665e+00  -5.0300e-01
  -6.6746e-01   2.2782e+00  -5.0300e-01
  -6.2856e-01   2.2893e+00  -5.0300e-01
  -5.8948e-01   2.2996e+00  -5.0300e-01
  -5.5023e-01   2.3094e+00  -5.0300e-01
  -5.1082e-01   2.3184e+00  -5.0300e-01
  -4.7126e-01   2.3268e+00  -5.0300e-01
  -4.3157e-01   2.3344e+00  -5.0300e-01
  -3.9175e-01   2.3415e+00  -5.0300e-01
  -3.5181e-01   2.3478e+00  -5.0300e-01
  -3.1178e-01   2.3534e+00  -5.0300e-01
  -2.7165e-01   2.3584e+00  -5.0300e-01
  -2.3144e-01   2.3627e+00  -5.0300e-01
  -1.9117e-01   2.3663e+00  -5.0300e-01
  -1.5084e-01   2.3692e+00  -5.0300e-01
  -1.1047e-01   2.3714e+00  -5.0300e-01
  -7.0068e-02   2.3730e+00  -5.0300e-01
  -2.9644e-02   2.3738e+00  -5.0300e-01
   1.0788e-02   2.3740e+00  -5.0300e-01
   5.1218e-02   2.3734e+00  -5.0300e-01
   9.1633e-02   2.3722e+00  -5.0300e-01
   1.3202e-01   2.3703e+00  -5.0300e-01
   1.7237e-01   2.3677e+00  -5.0300e-01
   2.1267e-01   2.3645e+00  -5.0300e-01
   2.5291e-01   2.3605e+00  -5.0300e-01
   2.9307e-01   2.3558e+00  -5.0300e-01
   3.3315e-01   2.3505e+00  -5.0300e-01
   3.7314e-01   2.3445e+00  -5.0300e-01
   4.1301e-01   2.3378e+00  -5.0300e-01
   4.5277e-01   2.3304e+00  -5.0300e-01
   4.9239e-01   2.3224e+00  -5.0300e-01
   5.3187e-01   2.3137e+00  -5.0300e-01
   5.7120e-01   2.3043e+00  -5.0300e-01
   6.1036e-01   2.2942e+00  -5.0300e-01
   6.4934e-01   2.2835e+00  -5.0300e-01
   6.8814e-01   2.2721e+00  -5.0300e-01
   7.2673e-01   2.2600e+00  -5.0300e-01
   7.6512e-01   2.2473e+00  -5.0300e-01
   8.0328e-01   2.2340e+00  -5.0300e-01
   8.4121e-01   2.2200e+00  -5.0300e-01
   8.7890e-01   2.2053e+00  -5.0300e-01
   9.1633e-01   2.1900e+00  -5.0300e-01
   9.5349e-01   2.1741e+00  -5.0300e-01
   9.9038e-01   2.1575e+00  -5.0300e-01
   1.0270e+00   2.1404e+00  -5.0300e-01
   1.0633e+00   2.1226e+00  -5.0300e-01
   1.0993e+00   2.1042e+00  -5.0300e-01
   1.1350e+00   2.0851e+00  -5.0300e-01
   1.1266e+00   2.0698e+00  -5.4542e-01
   1.1182e+00   2.0544e+00  -5.8783e-01
   1.1099e+00   2.0390e+00  -6.3025e-01
   1.1015e+00   2.0236e+00  -6.7267e-01
   1.0931e+00   2.0083e+00  -7.1508e-01
   1.0848e+00   1.9929e+00  -7.5750e-01
   1.0764e+00   1.9775e+00  -7.9992e-01
   1.0680e+00   1.9622e+00  -8.4233e-01
   1.0597e+00   1.9468e+00  -8.8475e-01
   1.0513e+00   1.9314e+00  -9.2717e-01
   1.0429e+00   1.9160e+00  -9.6958e-01
   1.0346e+00   1.9007e+00  -1.0120e+00
   9.9864e-01   1.9198e+00  -1.0120e+00
   9.6236e-01   1.9382e+00  -1.0120e+00
   9.2574e-01   1.9560e+00  -1.0120e+00
   8.8880e-01   1.9731e+00  -1.0120e+00
   8.5154e-01   1.9894e+00  -1.0120e+00
   8.1397e-01   2.0051e+00  -1.0120e+00
   7.7613e-01   2.0200e+00  -1.0120e+00
   7.3800e-01   2.0343e+00  -1.0120e+00
   6.9962e-01   2.0478e+00  -1.0120e+00
   6.6099e-01   2.0606e+00  -1.0120e+00
   6.2212e-01   2.0726e+00  -1.0120e+00
   5.8303e-01   2.0840e+00  -1.0120e+00
   5.4374e-01   2.0946e+00  -1.0120e+00
   5.0426e-01   2.1044e+00  -1.0120e+00
   4.6460e-01   2.1135e+00  -1.0120e+00
   4.2477e-01   2.1219e+00  -1.0120e+00
   3.8479e-01   2.1295e+00  -1.0120e+00
   3.4468e-01   2.1364e+00  -1.0120e+00
   3.0444e-01   2.1425e+00  -1.0120e+00
   2.6410e-01   2.1478e+00  -1.0120e+00
   2.2366e-01   2.1524e+00  -1.0120e+00
   1.8315e-01   2.1562e+00  -1.0120e+00
   1.4257e-01   2.1593e+00  -1.0120e+00
   1.0194e-01   2.1616e+00  -1.0120e+00
   6.1272e-02   2.1631e+00  -1.0120e+00
   2.0584e-02   2.1639e+00  -1.0120e+00
  -2.0112e-02   2.1639e+00  -1.0120e+00
  -6.0800e-02   2.1631e+00  -1.0120e+00
  -1.0147e-01   2.1616e+00  -1.0120e+00
  -1.4210e-01   2.1593e+00  -1.0120e+00
  -1.8268e-01   2.1563e+00  -1.0120e+00
  -2.2319e-01   2.1525e+00  -1.0120e+00
  -2.6363e-01   2.1479e+00  -1.0120e+00
  -3.0398e-01   2.1425e+00  -1.0120e+00
  -3.4421e-01   2.1364e+00  -1.0120e+00
  -3.8433e-01   2.1296e+00  -1.0120e+00
  -4.2431e-01   2.1220e+00  -1.0120e+00
  -4.6413e-01   2.1136e+00  -1.0120e+00
  -5.0380e-01   2.1045e+00  -1.0120e+00
  -5.4328e-01   2.0947e+00  -1.0120e+00
  -5.8258e-01   2.0841e+00  -1.0120e+00
  -6.2167e-01   2.0728e+00  -1.0120e+00
  -6.6054e-01   2.0607e+00  -1.0120e+00
  -6.9917e-01   2.0479e+00  -1.0120e+00
  -7.3756e-01   2.0344e+00  -1.0120e+00
  -7.7568e-01   2.0202e+00  -1.0120e+00
  -8.1354e-01   2.0053e+00  -1.0120e+00
  -8.5110e-01   1.9896e+00  -1.0120e+00
   1.1288e+00   1.8463e+00  -1.0120e+00
   1.1379e+00   1.8612e+00  -9.6958e-01
   1.1470e+00   1.8762e+00  -9.2717e-01
   1.1561e+00   1.8911e+00  -8.8475e-01
   1.1653e+00   1.9060e+00  -8.4233e-01
   1.1744e+00   1.9210e+00  -7.9992e-01
   1.1835e+00   1.9359e+00  -7.5750e-01
   1.1927e+00   1.9508e+00  -7.1508e-01
   1.2018e+00   1.9657e+00  -6.7267e-01
   1.2109e+00   1.9807e+00  -6.3025e-01
   1.2200e+00   1.9956e+00  -5.8783e-01
   1.2292e+00   2.0105e+00  -5.4542e-01
   1.2383e+00   2.0255e+00  -5.0300e-01
   1.2726e+00   2.0041e+00  -5.0300e-01
   1.3066e+00   1.9821e+00  -5.0300e-01
   1.3401e+00   1.9596e+00  -5.0300e-01
   1.3733e+00   1.9365e+00  -5.0300e-01
   1.4061e+00   1.9128e+00  -5.0300e-01
   1.4385e+00   1.8886e+00  -5.0300e-01
   1.4704e+00   1.8638e+00  -5.0300e-01
   1.5019e+00   1.8385e+00  -5.0300e-01
   1.5330e+00   1.8126e+00  -5.0300e-01
   1.5637e+00   1.7863e+00  -5.0300e-01
   1.5939e+00   1.7594e+00  -5.0300e-01
   1.6236e+00   1.7320e+00  -5.0300e-01
   1.6529e+00   1.7041e+00  -5.0300e-01
   1.6817e+00   1.6757e+00  -5.0300e-01
   1.7099e+00   1.6468e+00  -5.0300e-01
   1.7377e+00   1.6174e+00  -5.0300e-01
   1.7650e+00   1.5876e+00  -5.0300e-01
   1.7918e+00   1.5573e+00  -5.0300e-01
   1.8181e+00   1.5266e+00  -5.0300e-01
   1.8438e+00   1.4954e+00  -5.0300e-01
   1.8690e+00   1.4638e+00  -5.0300e-01
   1.8937e+00   1.4317e+00  -5.0300e-01
   1.9178e+00   1.3993e+00  -5.0300e-01
   1.9413e+00   1.3664e+00  -5.0300e-01
   1.9643e+00   1.3331e+00  -5.0300e-01
   1.9868e+00   1.2995e+00  -5.0300e-01
   2.0086e+00   1.2655e+00  -5.0300e-01
   2.0299e+00   1.2311e+00  -5.0300e-01
   2.0505e+00   1.1963e+00  -5.0300e-01
   2.0706e+00   1.1612e+00  -5.0300e-01
   2.0901e+00   1.1258e+00  -5.0300e-01
   2.1090e+00   1.0900e+00  -5.0300e-01
   2.1272e+00   1.0540e+00  -5.0300e-01
   2.1449e+00   1.0176e+00  -5.0300e-01
   2.1619e+00   9.8091e-01  -5.0300e-01
   2.1783e+00   9.4395e-01  -5.0300e-01
   2.1940e+00   9.0671e-01  -5.0300e-01
   2.2091e+00   8.6922e-01  -5.0300e-01
   2.2236e+00   8.3147e-01  -5.0300e-01
   2.2375e+00   7.9347e-01  -5.0300e-01
   2.2507e+00   7.5525e-01  -5.0300e-01
   2.2632e+00   7.1681e-01  -5.0300e-01
   2.2751e+00   6.7816e-01  -5.0300e-01
   2.2863e+00   6.3932e-01  -5.0300e-01
   2.2969e+00   6.0029e-01  -5.0300e-01
   2.3067e+00   5.6108e-01  -5.0300e-01
   2.3160e+00   5.2172e-01  -5.0300e-01
   2.3245e+00   4.8220e-01  -5.0300e-01
   2.3324e+00   4.4254e-01  -5.0300e-01
   2.3396e+00   4.0275e-01  -5.0300e-01
   2.3461e+00   3.6285e-01  -5.0300e-01
   2.3519e+00   3.2284e-01  -5.0300e-01
   2.3571e+00   2.8274e-01  -5.0300e-01
   2.3397e+00   2.8065e-01  -5.4542e-01
   2.3224e+00   2.7857e-01  -5.8783e-01
   2.3050e+00   2.7648e-01  -6.3025e-01
   2.2876e+00   2.7440e-01  -6.7267e-01
   2.2702e+00   2.7232e-01  -7.1508e-01
   2.2529e+00   2.7023e-01  -7.5750e-01
   2.2355e+00   2.6815e-01  -7.9992e-01
   2.2181e+00   2.6606e-01  -8.4233e-01
   2.2007e+00   2.6398e-01  -8.8475e-01
   2.1833e+00   2.6189e-01  -9.2717e-01
   2.1660e+00   2.5981e-01  -9.6958e-01
   2.1486e+00   2.5773e-01  -1.0120e+00
   2.1434e+00   2.9808e-01  -1.0120e+00
   2.1374e+00   3.3834e-01  -1.0120e+00
   2.1306e+00   3.7847e-01  -1.0120e+00
   2.1232e+00   4.1847e-01  -1.0120e+00
   2.1149e+00   4.5832e-01  -1.0120e+00
   2.1059e+00   4.9801e-01  -1.0120e+00
   2.0962e+00   5.3752e-01  -1.0120e+00
   2.0857e+00   5.7685e-01  -1.0120e+00
   2.0745e+00   6.1597e-01  -1.0120e+00
   2.0625e+00   6.5487e-01  -1.0120e+00
   2.0499e+00   6.9354e-01  -1.0120e+00
   2.0364e+00   7.3196e-01  -1.0120e+00
   2.0223e+00   7.7013e-01  -1.0120e+00
   2.0075e+00   8.0802e-01  -1.0120e+00
   1.9919e+00   8.4563e-01  -1.0120e+00
   1.9757e+00   8.8294e-01  -1.0120e+00
   1.9587e+00   9.1993e-01  -1.0120e+00
   1.9411e+00   9.5660e-01  -1.0120e+00
   1.9228e+00   9.9294e-01  -1.0120e+00
   1.9037e+00   1.0289e+00  -1.0120e+00
   1.8841e+00   1.0645e+00  -1.0120e+00
   1.8637e+00   1.0998e+00  -1.0120e+00
   1.8427e+00   1.1346e+00  -1.0120e+00
   1.8210e+00   1.1691e+00  -1.0120e+00
   1.7987e+00   1.2031e+00  -1.0120e+00
   1.7758e+00   1.2367e+00  -1.0120e+00
   1.7522e+00   1.2699e+00  -1.0120e+00
   1.7280e+00   1.3026e+00  -1.0120e+00
   1.7032e+00   1.3349e+00  -1.0120e+00
   1.6778e+00   1.3667e+00  -1.0120e+00
   1.6518e+00   1.3980e+00  -1.0120e+00
   1.6252e+00   1.4288e+00  -1.0120e+00
   1.5981e+00   1.4591e+00  -1.0120e+00
   1.5704e+00   1.4889e+00  -1.0120e+00
   1.5421e+00   1.5182e+00  -1.0120e+00
   1.5133e+00   1.5469e+00  -1.0120e+00
   1.4839e+00   1.5751e+00  -1.0120e+00
   1.4540e+00   1.6027e+00  -1.0120e+00
   1.4236e+00   1.6298e+00  -1.0120e+00
   1.3927e+00   1.6563e+00  -1.0120e+00
   1.3613e+00   1.6822e+00  -1.0120e+00
   1.3295e+00   1.7075e+00  -1.0120e+00
   1.2971e+00   1.7322e+00  -1.0120e+00
   1.2643e+00   1.7562e+00  -1.0120e+00
   1.2311e+00   1.7797e+00  -1.0120e+00
   1.1974e+00   1.8025e+00  -1.0120e+00
   1.1633e+00   1.8247e+00  -1.0120e+00
   1.1288e+00   1.8463e+00  -1.0120e+00
